SEQN,RIAGENDR,RIDAGEYR,RIDRETH3,RIDRETH1,RIDEXPRG,DMDEDUC2,DMDMARTZ,DMDBORN4,INDFMPIR,WTMECPRP,WTINTPRP,SDMVPSU,SDMVSTRA,gender,ethnicity,education,marital_status,pregnancy_status,country_of_birth
113967,1.0,36.0,3.0,3.0,,4.0,3.0,1.0,0.84,13907.300035,12615.180468,2.0,151.0,Male,Non-Hispanic White,Some college / AA,Never married,,Born in 50 US states or DC
113969,2.0,24.0,6.0,5.0,2.0,2.0,3.0,1.0,,14155.266673,14261.454525,2.0,165.0,Female,Non-Hispanic Asian,9-11th grade,Never married,Not pregnant,Born in 50 US states or DC
113970,2.0,58.0,3.0,3.0,,2.0,2.0,1.0,,5.397605346934028e-79,55586.655043,1.0,155.0,Female,Non-Hispanic White,9-11th grade,Widowed / Divorced / Separated,,Born in 50 US states or DC
113972,1.0,35.0,1.0,1.0,,3.0,1.0,1.0,2.52,42583.515262,39184.43171,2.0,166.0,Male,Mexican American,High school / GED,Married / Living with partner,,Born in 50 US states or DC
113973,2.0,62.0,4.0,4.0,,4.0,1.0,1.0,,13614.719024,12714.285826,1.0,172.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
113976,1.0,21.0,4.0,4.0,,3.0,3.0,1.0,1.63,20078.085398,19085.109155,2.0,170.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
113977,1.0,60.0,3.0,3.0,,5.0,1.0,1.0,5.0,56820.568685,52932.694569,2.0,152.0,Male,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
113979,2.0,27.0,1.0,1.0,2.0,1.0,3.0,2.0,1.15,9664.378687,9162.389588,1.0,152.0,Female,Mexican American,Less than 9th grade,Never married,Not pregnant,Born in Mexico
113980,2.0,43.0,1.0,1.0,2.0,2.0,1.0,2.0,1.22,13676.358344,13651.081956,2.0,165.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
113982,1.0,57.0,2.0,2.0,,3.0,1.0,2.0,,17024.936743,15342.819168,1.0,149.0,Male,Other Hispanic,High school / GED,Married / Living with partner,,Born in Mexico
113984,1.0,44.0,1.0,1.0,,5.0,1.0,1.0,5.0,18147.439276,17589.443001,2.0,152.0,Male,Mexican American,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
113987,1.0,33.0,3.0,3.0,,4.0,2.0,2.0,3.84,28495.846622,26103.845298,2.0,152.0,Male,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,,Born in Mexico
113991,2.0,42.0,4.0,4.0,2.0,2.0,2.0,2.0,,7097.405461,6020.666008,1.0,167.0,Female,Non-Hispanic Black,9-11th grade,Widowed / Divorced / Separated,Not pregnant,Born in Mexico
113992,1.0,35.0,3.0,3.0,,4.0,1.0,1.0,4.14,85286.543961,80954.133725,1.0,159.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
113994,1.0,43.0,2.0,2.0,,1.0,3.0,2.0,2.8,26858.047158,23737.977895,3.0,156.0,Male,Other Hispanic,Less than 9th grade,Never married,,Born in Mexico
113998,2.0,53.0,3.0,3.0,,4.0,1.0,1.0,5.0,91448.794591,83823.069242,2.0,149.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114001,2.0,19.0,3.0,3.0,,,,1.0,0.8,7392.385102,7335.796869,2.0,168.0,Female,Non-Hispanic White,,,,Born in 50 US states or DC
114005,1.0,41.0,2.0,2.0,,3.0,1.0,2.0,0.82,47961.642825,44081.781836,2.0,149.0,Male,Other Hispanic,High school / GED,Married / Living with partner,,Born in Mexico
114009,1.0,50.0,6.0,5.0,,3.0,1.0,2.0,2.29,5.397605346934028e-79,5456.77503,2.0,150.0,Male,Non-Hispanic Asian,High school / GED,Married / Living with partner,,Born in Mexico
114015,1.0,62.0,3.0,3.0,,3.0,1.0,1.0,3.12,29868.028879,26375.8351,1.0,149.0,Male,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114017,1.0,61.0,1.0,1.0,,1.0,1.0,2.0,,6415.120281,5740.508099,2.0,161.0,Male,Mexican American,Less than 9th grade,Married / Living with partner,,Born in Mexico
114021,1.0,63.0,3.0,3.0,,2.0,2.0,1.0,1.22,19106.75212,16810.308941,1.0,157.0,Male,Non-Hispanic White,9-11th grade,Widowed / Divorced / Separated,,Born in 50 US states or DC
114023,1.0,63.0,3.0,3.0,,3.0,1.0,1.0,1.6,47764.584914,45260.204653,2.0,157.0,Male,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114027,1.0,57.0,4.0,4.0,,4.0,2.0,1.0,1.94,14072.779011,12513.758186,2.0,172.0,Male,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114030,2.0,28.0,4.0,4.0,2.0,4.0,3.0,1.0,2.4,8603.989825,7806.205115,2.0,156.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
114032,2.0,65.0,3.0,3.0,,5.0,1.0,1.0,2.92,129553.271132,120131.232738,2.0,161.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114034,2.0,45.0,3.0,3.0,,4.0,1.0,1.0,2.61,18828.599754,18877.535577,1.0,155.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114035,1.0,34.0,3.0,3.0,,3.0,3.0,1.0,1.78,37867.903227,35414.93206,2.0,163.0,Male,Non-Hispanic White,High school / GED,Never married,,Born in 50 US states or DC
114036,2.0,56.0,4.0,4.0,,4.0,1.0,1.0,2.49,9131.304361,8899.590916,2.0,163.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114039,1.0,62.0,4.0,4.0,,2.0,1.0,1.0,1.84,8827.734333,8495.930149,1.0,172.0,Male,Non-Hispanic Black,9-11th grade,Married / Living with partner,,Born in 50 US states or DC
114040,2.0,59.0,4.0,4.0,,5.0,3.0,1.0,,8040.214832,7580.333659,2.0,163.0,Female,Non-Hispanic Black,College graduate or above,Never married,,Born in 50 US states or DC
114041,1.0,35.0,4.0,4.0,,4.0,1.0,1.0,3.05,5.397605346934028e-79,4925.18228,1.0,150.0,Male,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114042,2.0,52.0,1.0,1.0,,5.0,3.0,1.0,3.25,31174.475027,32078.845613,2.0,160.0,Female,Mexican American,College graduate or above,Never married,,Born in 50 US states or DC
114046,1.0,40.0,3.0,3.0,,5.0,1.0,1.0,3.42,37512.209401,36419.781931,2.0,159.0,Male,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114048,2.0,30.0,3.0,3.0,2.0,5.0,1.0,1.0,2.3,66360.543926,63802.305638,1.0,156.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114053,1.0,26.0,6.0,5.0,,5.0,3.0,2.0,5.0,23162.691577,20379.515937,2.0,157.0,Male,Non-Hispanic Asian,College graduate or above,Never married,,Born in Mexico
114056,1.0,50.0,2.0,2.0,,4.0,1.0,1.0,5.0,31829.565462,31305.583306,2.0,165.0,Male,Other Hispanic,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114057,2.0,25.0,2.0,2.0,2.0,4.0,1.0,2.0,0.56,23473.209124,22209.224854,2.0,160.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
114060,2.0,25.0,4.0,4.0,2.0,4.0,1.0,2.0,1.02,8655.742906,8165.848384,2.0,170.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
114062,2.0,33.0,7.0,5.0,2.0,4.0,3.0,1.0,0.82,5943.873387,5663.525852,1.0,170.0,Female,Other/Multiracial,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
114063,1.0,52.0,1.0,1.0,,1.0,3.0,2.0,,5.397605346934028e-79,19306.668554,1.0,172.0,Male,Mexican American,Less than 9th grade,Never married,,Born in Mexico
114068,2.0,32.0,3.0,3.0,2.0,3.0,2.0,1.0,1.73,31791.192204,30710.458354,1.0,150.0,Female,Non-Hispanic White,High school / GED,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
114069,2.0,27.0,4.0,4.0,2.0,4.0,3.0,1.0,3.25,14966.16623,13902.759257,2.0,170.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
114070,2.0,35.0,4.0,4.0,3.0,4.0,1.0,2.0,1.29,31256.246782,29232.023636,1.0,166.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Cannot determine,Born in Mexico
114071,2.0,63.0,4.0,4.0,,4.0,2.0,1.0,1.42,7552.741284,7166.695467,1.0,156.0,Female,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114074,1.0,18.0,3.0,3.0,,,,1.0,4.81,63114.549583,60997.48784,1.0,157.0,Male,Non-Hispanic White,,,,Born in 50 US states or DC
114075,2.0,24.0,3.0,3.0,2.0,5.0,3.0,1.0,2.57,13210.256289,12866.078308,1.0,157.0,Female,Non-Hispanic White,College graduate or above,Never married,Not pregnant,Born in 50 US states or DC
114078,2.0,32.0,6.0,5.0,2.0,5.0,1.0,2.0,3.66,15522.946418,14142.234477,1.0,154.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,Not pregnant,Born in Mexico
114081,1.0,48.0,3.0,3.0,,4.0,1.0,1.0,1.49,14606.754415,14492.976416,2.0,158.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114084,2.0,55.0,3.0,3.0,,5.0,1.0,1.0,5.0,66498.064746,57881.514807,1.0,149.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114087,1.0,44.0,2.0,2.0,,5.0,1.0,2.0,,37323.685078,38222.067588,1.0,159.0,Male,Other Hispanic,College graduate or above,Married / Living with partner,,Born in Mexico
114090,2.0,56.0,3.0,3.0,,4.0,1.0,1.0,5.0,53520.096018,55510.840248,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114092,1.0,39.0,3.0,3.0,,4.0,2.0,1.0,0.49,103125.907887,92661.611275,2.0,165.0,Male,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114093,2.0,44.0,4.0,4.0,2.0,4.0,1.0,2.0,2.03,17778.819889,17694.700608,1.0,164.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
114095,2.0,42.0,1.0,1.0,2.0,3.0,1.0,2.0,0.91,23054.344801,22667.913237,1.0,155.0,Female,Mexican American,High school / GED,Married / Living with partner,Not pregnant,Born in Mexico
114097,2.0,19.0,2.0,2.0,,,,2.0,,5.397605346934028e-79,31873.906834,1.0,160.0,Female,Other Hispanic,,,,Born in Mexico
114098,2.0,54.0,4.0,4.0,,4.0,3.0,1.0,0.88,11778.036366,10804.0767,1.0,152.0,Female,Non-Hispanic Black,Some college / AA,Never married,,Born in 50 US states or DC
114099,2.0,33.0,3.0,3.0,2.0,5.0,2.0,1.0,0.6,23125.451974,21732.169304,2.0,164.0,Female,Non-Hispanic White,College graduate or above,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
114101,1.0,46.0,2.0,2.0,,3.0,1.0,2.0,0.1,92313.406409,85105.81311,1.0,163.0,Male,Other Hispanic,High school / GED,Married / Living with partner,,Born in Mexico
114108,2.0,63.0,3.0,3.0,,5.0,1.0,1.0,2.31,137280.550158,131870.291305,1.0,169.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114110,1.0,26.0,1.0,1.0,,4.0,1.0,1.0,2.82,31028.244135,29043.023918,2.0,160.0,Male,Mexican American,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114111,2.0,19.0,1.0,1.0,,,,2.0,0.82,35997.137726,32800.184513,1.0,163.0,Female,Mexican American,,,,Born in Mexico
114112,2.0,23.0,2.0,2.0,2.0,4.0,1.0,1.0,2.65,66833.851219,63071.145578,2.0,157.0,Female,Other Hispanic,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114113,1.0,60.0,4.0,4.0,,3.0,1.0,1.0,,7249.443101,6783.161161,2.0,153.0,Male,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114114,2.0,49.0,1.0,1.0,,2.0,1.0,2.0,1.02,14155.524811,13226.581364,1.0,170.0,Female,Mexican American,9-11th grade,Married / Living with partner,,Born in Mexico
114116,2.0,18.0,2.0,2.0,,,,2.0,5.0,28669.849011,27550.150929,1.0,159.0,Female,Other Hispanic,,,,Born in Mexico
114117,2.0,54.0,3.0,3.0,,4.0,1.0,1.0,5.0,67740.843476,66871.734361,2.0,165.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114118,1.0,62.0,3.0,3.0,,3.0,1.0,1.0,2.3,62421.119723,60564.839937,1.0,156.0,Male,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114122,1.0,33.0,4.0,4.0,,4.0,3.0,1.0,5.0,12128.453472,10974.519476,2.0,171.0,Male,Non-Hispanic Black,Some college / AA,Never married,,Born in 50 US states or DC
114123,1.0,63.0,4.0,4.0,,5.0,1.0,2.0,3.31,6749.924064,6292.263703,1.0,153.0,Male,Non-Hispanic Black,College graduate or above,Married / Living with partner,,Born in Mexico
114124,2.0,36.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,51737.434373,52651.992702,2.0,169.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
114130,2.0,63.0,6.0,5.0,,5.0,1.0,1.0,5.0,13546.852948,12501.81482,2.0,161.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114133,1.0,57.0,3.0,3.0,,4.0,1.0,1.0,3.43,72324.1594,66459.54471,2.0,163.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114135,2.0,21.0,4.0,4.0,2.0,2.0,3.0,1.0,,10956.227861,10089.090411,1.0,156.0,Female,Non-Hispanic Black,9-11th grade,Never married,Not pregnant,Born in 50 US states or DC
114136,1.0,30.0,2.0,2.0,,4.0,1.0,1.0,3.43,24246.653149,22542.785975,2.0,169.0,Male,Other Hispanic,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114141,1.0,60.0,6.0,5.0,,5.0,1.0,2.0,5.0,10862.740363,10667.41064,2.0,164.0,Male,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
114143,1.0,43.0,4.0,4.0,,3.0,1.0,1.0,,6553.544829,6318.769708,1.0,150.0,Male,Non-Hispanic Black,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114145,1.0,54.0,6.0,5.0,,5.0,1.0,2.0,5.0,10514.113265,9985.429166,1.0,154.0,Male,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
114147,2.0,56.0,3.0,3.0,,4.0,1.0,1.0,5.0,39752.086862,39056.199011,1.0,150.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114149,1.0,49.0,7.0,5.0,,4.0,3.0,1.0,1.91,73528.97941,66476.162557,2.0,169.0,Male,Other/Multiracial,Some college / AA,Never married,,Born in 50 US states or DC
114152,1.0,18.0,3.0,3.0,,,,1.0,0.71,28305.722279,27051.888552,2.0,149.0,Male,Non-Hispanic White,,,,Born in 50 US states or DC
114153,1.0,27.0,2.0,2.0,,4.0,1.0,2.0,4.22,11677.141841,10675.072195,2.0,156.0,Male,Other Hispanic,Some college / AA,Married / Living with partner,,Born in Mexico
114157,2.0,41.0,6.0,5.0,2.0,4.0,1.0,2.0,1.56,14478.894853,13083.715318,1.0,153.0,Female,Non-Hispanic Asian,Some college / AA,Married / Living with partner,Not pregnant,Born in Mexico
114161,1.0,62.0,3.0,3.0,,4.0,1.0,1.0,1.56,39100.127699,33655.287391,2.0,149.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114163,2.0,64.0,3.0,3.0,,5.0,3.0,1.0,5.0,52187.215111,48269.130592,2.0,168.0,Female,Non-Hispanic White,College graduate or above,Never married,,Born in 50 US states or DC
114165,1.0,50.0,3.0,3.0,,3.0,1.0,1.0,,96605.437665,86026.626554,1.0,149.0,Male,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114167,2.0,26.0,3.0,3.0,2.0,4.0,1.0,1.0,3.29,9379.459941,8829.147665,2.0,165.0,Female,Non-Hispanic White,Some college / AA,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114168,1.0,25.0,3.0,3.0,,3.0,3.0,1.0,1.66,30960.357482,27366.12882,2.0,152.0,Male,Non-Hispanic White,High school / GED,Never married,,Born in 50 US states or DC
114171,2.0,29.0,6.0,5.0,2.0,1.0,1.0,2.0,,21228.887252,21388.138927,1.0,151.0,Female,Non-Hispanic Asian,Less than 9th grade,Married / Living with partner,Not pregnant,Born in Mexico
114172,1.0,54.0,3.0,3.0,,5.0,1.0,1.0,5.0,119200.352478,108538.217264,1.0,156.0,Male,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114173,1.0,55.0,3.0,3.0,,5.0,3.0,1.0,,52400.328987,47164.976429,1.0,151.0,Male,Non-Hispanic White,College graduate or above,Never married,,Born in 50 US states or DC
114178,1.0,51.0,4.0,4.0,,5.0,3.0,1.0,2.0,8359.785744,7586.448235,1.0,171.0,Male,Non-Hispanic Black,College graduate or above,Never married,,Born in 50 US states or DC
114181,2.0,60.0,3.0,3.0,,4.0,2.0,1.0,1.21,14678.960818,14015.661436,2.0,158.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114183,2.0,36.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,231434.236728,215144.092764,2.0,162.0,Female,Non-Hispanic White,College graduate or above,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114187,2.0,24.0,3.0,3.0,2.0,1.0,1.0,1.0,0.87,48610.077892,39805.399555,1.0,158.0,Female,Non-Hispanic White,Less than 9th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114188,1.0,45.0,1.0,1.0,,1.0,1.0,2.0,1.5,13053.11198,11948.68697,2.0,150.0,Male,Mexican American,Less than 9th grade,Married / Living with partner,,Born in Mexico
114194,1.0,42.0,7.0,5.0,,4.0,2.0,1.0,,8099.387227,7214.809002,1.0,171.0,Male,Other/Multiracial,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114195,2.0,46.0,4.0,4.0,,5.0,1.0,1.0,5.0,25006.86287,21995.393964,1.0,169.0,Female,Non-Hispanic Black,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114196,1.0,22.0,1.0,1.0,,4.0,3.0,1.0,2.54,47807.039662,42794.873809,1.0,154.0,Male,Mexican American,Some college / AA,Never married,,Born in 50 US states or DC
114197,2.0,58.0,2.0,2.0,,4.0,2.0,1.0,,23001.475499,21604.144627,1.0,159.0,Female,Other Hispanic,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114199,2.0,34.0,3.0,3.0,2.0,4.0,2.0,1.0,0.83,30160.23544,30311.595374,1.0,164.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,Not pregnant,Born in 50 US states or DC
114203,1.0,61.0,4.0,4.0,,3.0,3.0,1.0,1.44,10889.993466,10381.267758,1.0,151.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
114204,1.0,56.0,1.0,1.0,,3.0,2.0,1.0,3.54,5.397605346934028e-79,27584.077523,2.0,161.0,Male,Mexican American,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
114211,1.0,30.0,4.0,4.0,,3.0,3.0,1.0,0.99,14283.468498,13468.107842,1.0,152.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
114219,2.0,63.0,2.0,2.0,,4.0,2.0,2.0,2.31,14387.123575,13852.447321,1.0,156.0,Female,Other Hispanic,Some college / AA,Widowed / Divorced / Separated,,Born in Mexico
114220,1.0,22.0,4.0,4.0,,2.0,3.0,1.0,1.2,9327.886351,8821.600917,2.0,167.0,Male,Non-Hispanic Black,9-11th grade,Never married,,Born in 50 US states or DC
114222,2.0,42.0,1.0,1.0,2.0,2.0,1.0,2.0,1.5,12433.91811,12400.477772,2.0,164.0,Female,Mexican American,9-11th grade,Married / Living with partner,Not pregnant,Born in Mexico
114225,2.0,25.0,6.0,5.0,3.0,4.0,1.0,1.0,2.29,6814.169796,6606.496926,2.0,150.0,Female,Non-Hispanic Asian,Some college / AA,Married / Living with partner,Cannot determine,Born in 50 US states or DC
114227,2.0,28.0,4.0,4.0,2.0,4.0,3.0,1.0,0.58,11571.004123,10703.420338,1.0,161.0,Female,Non-Hispanic Black,Some college / AA,Never married,Not pregnant,Born in 50 US states or DC
114228,1.0,22.0,3.0,3.0,,4.0,1.0,1.0,1.24,76350.16841,65931.357724,2.0,162.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114229,2.0,46.0,4.0,4.0,,4.0,1.0,1.0,3.88,8811.595642,7915.18838,1.0,167.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114231,2.0,57.0,6.0,5.0,,5.0,1.0,2.0,5.0,16053.71728,14675.369157,2.0,153.0,Female,Non-Hispanic Asian,College graduate or above,Married / Living with partner,,Born in Mexico
114236,1.0,38.0,1.0,1.0,,2.0,1.0,2.0,1.24,13965.644562,12953.787125,1.0,160.0,Male,Mexican American,9-11th grade,Married / Living with partner,,Born in Mexico
114237,2.0,52.0,6.0,5.0,,1.0,1.0,2.0,1.9,10295.953802,10446.982781,1.0,162.0,Female,Non-Hispanic Asian,Less than 9th grade,Married / Living with partner,,Born in Mexico
114239,2.0,20.0,4.0,4.0,2.0,2.0,1.0,1.0,0.05,15433.056786,14075.899876,1.0,152.0,Female,Non-Hispanic Black,9-11th grade,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114242,1.0,47.0,6.0,5.0,,4.0,1.0,2.0,1.47,5.397605346934028e-79,11243.428932,1.0,162.0,Male,Non-Hispanic Asian,Some college / AA,Married / Living with partner,,Born in Mexico
114244,1.0,24.0,1.0,1.0,,5.0,1.0,1.0,1.82,41838.201342,38748.178396,2.0,161.0,Male,Mexican American,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114246,1.0,32.0,4.0,4.0,,5.0,3.0,1.0,1.77,27691.149489,25529.282239,1.0,172.0,Male,Non-Hispanic Black,College graduate or above,Never married,,Born in 50 US states or DC
114249,1.0,50.0,3.0,3.0,,4.0,2.0,1.0,2.07,5.397605346934028e-79,8425.145784,2.0,167.0,Male,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114251,1.0,60.0,2.0,2.0,,4.0,1.0,2.0,5.0,12190.98786,11848.131026,1.0,153.0,Male,Other Hispanic,Some college / AA,Married / Living with partner,,Born in Mexico
114254,2.0,54.0,2.0,2.0,,5.0,1.0,2.0,3.59,11493.321643,11345.137286,1.0,170.0,Female,Other Hispanic,College graduate or above,Married / Living with partner,,Born in Mexico
114257,1.0,41.0,1.0,1.0,,3.0,3.0,1.0,4.4,22349.093527,21260.410729,2.0,168.0,Male,Mexican American,High school / GED,Never married,,Born in 50 US states or DC
114259,1.0,34.0,4.0,4.0,,3.0,3.0,1.0,0.1,7114.977073,6552.645063,2.0,151.0,Male,Non-Hispanic Black,High school / GED,Never married,,Born in 50 US states or DC
114260,1.0,41.0,4.0,4.0,,4.0,1.0,1.0,0.72,8947.730223,8389.060117,1.0,168.0,Male,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114261,2.0,64.0,3.0,3.0,,4.0,2.0,1.0,1.66,15402.539835,13968.136829,2.0,168.0,Female,Non-Hispanic White,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114263,2.0,54.0,3.0,3.0,,3.0,1.0,1.0,1.82,5.397605346934028e-79,35445.453705,1.0,157.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,,Born in 50 US states or DC
114268,2.0,62.0,4.0,4.0,,2.0,2.0,1.0,,11608.225376,10870.083714,1.0,160.0,Female,Non-Hispanic Black,9-11th grade,Widowed / Divorced / Separated,,Born in 50 US states or DC
114272,2.0,27.0,4.0,4.0,2.0,3.0,3.0,1.0,0.04,13028.658634,11968.495911,1.0,168.0,Female,Non-Hispanic Black,High school / GED,Never married,Not pregnant,Born in 50 US states or DC
114273,1.0,52.0,1.0,1.0,,1.0,1.0,2.0,,17783.790184,17412.576927,2.0,161.0,Male,Mexican American,Less than 9th grade,Married / Living with partner,,Born in Mexico
114274,2.0,54.0,1.0,1.0,,5.0,1.0,2.0,3.59,19689.775995,18195.896421,2.0,171.0,Female,Mexican American,College graduate or above,Married / Living with partner,,Born in Mexico
114276,1.0,42.0,3.0,3.0,,5.0,1.0,1.0,5.0,99867.780356,88239.366812,3.0,156.0,Male,Non-Hispanic White,College graduate or above,Married / Living with partner,,Born in 50 US states or DC
114280,1.0,19.0,1.0,1.0,,,,2.0,,18337.177017,17491.667662,2.0,164.0,Male,Mexican American,,,,Born in Mexico
114287,2.0,49.0,4.0,4.0,,4.0,1.0,1.0,5.0,9937.884886,9042.762039,1.0,158.0,Female,Non-Hispanic Black,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114291,1.0,42.0,4.0,4.0,,4.0,2.0,1.0,1.54,19241.517166,18481.753357,1.0,172.0,Male,Non-Hispanic Black,Some college / AA,Widowed / Divorced / Separated,,Born in 50 US states or DC
114293,1.0,54.0,2.0,2.0,,2.0,1.0,2.0,1.6,8244.193326,7754.315879,2.0,168.0,Male,Other Hispanic,9-11th grade,Married / Living with partner,,Born in Mexico
114294,2.0,28.0,3.0,3.0,2.0,3.0,1.0,1.0,1.42,82483.876821,78257.318282,1.0,165.0,Female,Non-Hispanic White,High school / GED,Married / Living with partner,Not pregnant,Born in 50 US states or DC
114296,1.0,52.0,3.0,3.0,,4.0,1.0,1.0,5.0,5.397605346934028e-79,103695.794864,1.0,159.0,Male,Non-Hispanic White,Some college / AA,Married / Living with partner,,Born in 50 US states or DC
114301,1.0,20.0,3.0,3.0,,3.0,3.0,1.0,0.49,73571.951828,62586.25479,1.0,161.0,Male,Non-Hispanic White,High school / GED,Never married,,Born in 50 US states or DC
114303,1.0,42.0,4.0,4.0,,2.0,3.0,1.0,2.15,15301.958201,14346.970069,1.0,160.0,Male,Non-Hispanic Black,9-11th grade,Never married,,Born in 50 US states or DC
114305,2.0,64.0,3.0,3.0,,5.0,3.0,1.0,4.16,90961.757557,91629.367419,2.0,168.0,Female,Non-Hispanic White,College graduate or above,Never married,,Born in 50 US states or DC
114306,1.0,19.0,3.0,3.0,,,,1.0,5.0,22580.069309,20287.690228,3.0,156.0,Male,Non-Hispanic White,,,,Born in 50 US states or DC
114307,1.0,61.0,4.0,4.0,,5.0,3.0,1.0,0.96,7222.812292,6859.77135,1.0,151.0,Male,Non-Hispanic Black,College graduate or above,Never married,,Born in 50 US states or DC
114311,1.0,58.0,4.0,4.0,,3.0,2.0,1.0,5.0,10804.588186,9842.187517,2.0,171.0,Male,Non-Hispanic Black,High school / GED,Widowed / Divorced / Separated,,Born in 50 US states or DC
